gender,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn
Male,0,22,85.36,1877.92,0
Female,0,24,34.59,830.1600000000001,0
Female,1,40,38.52,1540.8000000000002,1
Male,0,66,40.44,2669.04,0
Male,1,40,43.87,1754.8,0
Female,0,6,42.66,255.96,0
Female,1,18,59.51,1071.18,0
Male,0,30,85.38,2561.4,1
Male,0,21,63.8,1339.8,0
Male,0,62,97.6,6051.2,0
Male,1,10,91.93,919.3,0
Female,1,13,32.65,424.45,1
Male,1,9,24.88,223.92,0
Male,1,68,107.79,7329.72,0
Male,0,39,27.98,1091.22,0
Male,0,24,34.83,835.92,0
Female,0,34,22.21,755.14,0
Female,0,61,82.83,5052.63,0
Female,0,41,78.24,3207.84,1
Male,0,5,118.69,593.45,1
Male,0,50,108.69,5434.5,0
Female,0,4,61.08,244.32,1
Male,0,51,57.16,2915.16,0
Male,0,52,49.69,2583.88,1
Female,0,39,35.24,1374.36,0
Female,0,8,33.81,270.48,1
Female,0,45,33.23,1495.35,0
Female,0,28,31.41,879.48,0
Male,0,27,44.05,1189.35,0
Male,0,65,50.67,3293.55,0
Female,0,34,116.16,3949.44,0
Male,0,62,77.85,4826.7,0
Female,0,62,118.76,7363.12,0
Female,0,38,57.25,2175.5,0
Male,0,26,65.76,1709.7600000000002,0
Female,1,24,52.46,1259.04,0
Male,1,39,38.29,1493.31,0
Male,0,21,34.32,720.72,0
Male,0,47,114.51,5381.97,0
Male,0,48,118.68,5696.64,1
Female,0,13,24.49,318.37,0
Male,1,3,35.03,105.09,1
Female,0,32,62.35,1995.2,0
Female,0,35,38.63,1352.0500000000002,0
Female,0,19,56.39,1071.41,0
Female,1,14,32.91,460.74,1
Male,0,48,65.65,3151.2000000000003,1
Male,0,68,47.17,3207.56,1
Female,0,45,55.19,2483.55,0
Female,0,19,29.43,559.17,0
Male,0,64,62.81,4019.84,0
Female,0,66,118.33,7809.78,0
Male,1,66,52.88,3490.0800000000004,0
Female,1,45,107.64,4843.8,0
Male,1,67,104.32,6989.44,1
Female,0,69,115.21,7949.49,1
Female,1,3,99.01,297.03000000000003,0
Male,0,38,85.96,3266.48,0
Female,0,42,105.66,4437.72,0
Female,0,40,27.56,1102.4,0
Male,0,50,66.28,3314.0,0
Female,0,35,118.93,4162.55,0
Male,0,24,96.96,2327.04,1
Male,0,17,116.21,1975.57,0
Female,1,40,97.96,3918.4,0
Female,0,66,107.49,7094.339999999999,1
Female,0,44,90.65,3988.6,0
Female,0,23,96.05,2209.15,0
Female,0,6,72.32,433.92,0
Female,0,66,112.42,7419.72,0
Female,0,21,102.5,2152.5,0
Male,0,35,104.39,3653.65,0
Female,0,29,87.3,2531.7,0
Male,0,7,50.46,353.22,0
Female,1,53,23.56,1248.6799999999998,0
Female,0,37,113.57,4202.09,0
Male,0,23,78.61,1808.03,1
Female,1,8,49.81,398.48,0
Female,0,48,34.91,1675.6799999999998,0
Male,0,10,102.95,1029.5,0
Female,1,24,103.65,2487.6000000000004,0
Female,0,47,101.45,4768.150000000001,0
Female,0,53,84.51,4479.030000000001,0
Male,0,39,56.6,2207.4,0
Female,0,67,50.41,3377.47,0
Female,0,66,20.86,1376.76,0
Female,0,6,103.36,620.16,0
Female,0,21,28.74,603.54,1
Male,0,36,83.08,2990.88,0
Male,0,3,70.41,211.23,0
Female,0,42,72.67,3052.14,0
Female,0,45,112.67,5070.15,0
Male,0,44,23.16,1019.04,0
Male,0,33,97.34,3212.2200000000003,0
Female,1,60,25.21,1512.6,0
Male,0,70,23.82,1667.4,0
Female,0,26,62.98,1637.48,0
Male,0,21,26.31,552.51,0
Male,0,2,98.91,197.82,0
Male,1,47,72.96,3429.12,0
Male,0,30,22.9,687.0,0
Female,1,27,24.05,649.35,1
Male,0,71,81.27,5770.17,0
Male,0,20,100.61,2012.2,0
Female,0,50,63.78,3189.0,0
Male,1,23,75.46,1735.58,0
Male,0,13,99.98,1299.74,1
Female,0,4,81.05,324.2,0
Male,0,14,42.48,594.7199999999999,0
Female,0,20,81.31,1626.2,0
Female,1,13,82.83,1076.79,0
Female,0,3,93.41,280.23,0
Female,0,47,82.09,3858.23,0
Male,0,3,116.92,350.76,1
Female,0,1,39.73,39.73,0
Male,1,24,115.11,2762.64,0
Male,0,35,73.83,2584.05,0
Male,0,14,87.2,1220.8,0
Male,1,67,29.95,2006.65,1
Male,0,13,58.06,754.78,0
Male,0,47,96.94,4556.18,0
Male,0,50,90.69,4534.5,1
Male,0,26,24.01,624.26,0
Male,0,3,74.66,223.98,0
Male,1,51,28.83,1470.33,0
Female,0,40,119.59,4783.6,0
Female,0,68,109.73,7461.64,1
Female,1,36,22.11,795.96,0
Male,0,51,105.86,5398.86,0
Female,0,1,111.94,111.94,0
Female,0,33,55.35,1826.55,0
Female,1,7,91.95,643.65,0
Male,0,52,64.21,3338.92,1
Male,0,11,85.52,940.72,0
Male,1,27,54.03,1458.81,0
Male,0,14,52.26,731.64,0
Female,0,46,62.44,2872.24,0
Female,1,10,34.56,345.6,1
Female,0,24,103.11,2474.64,1
Female,0,61,54.87,3347.07,1
Male,1,18,60.01,1080.18,0
Male,0,9,109.41,984.69,0
Male,0,17,69.66,1184.22,0
Female,1,58,74.43,4316.9400000000005,1
Male,1,13,115.65,1503.45,1
Male,0,50,108.67,5433.5,0
Female,0,6,36.95,221.7,0
Female,0,51,67.32,3433.32,0
Male,0,36,117.13,4216.68,0
Male,0,71,57.24,4064.04,0
Male,0,25,57.16,1429.0,1
Male,0,11,39.5,434.5,1
Male,0,44,31.43,1382.92,1
Male,0,14,94.03,1316.42,1
Female,0,29,97.0,2813.0,1
Female,0,50,116.9,5845.0,0
Female,0,5,97.34,486.7000000000001,0
Male,0,69,44.34,3059.46,0
Female,0,57,24.01,1368.5700000000002,0
Male,0,26,118.54,3082.04,0
Male,0,6,54.05,324.29999999999995,0
Female,1,16,51.2,819.2,0
Male,0,60,110.6,6636.0,0
Male,1,12,78.51,942.12,0
Female,0,3,41.49,124.47,0
Female,0,63,108.91,6861.33,1
Female,1,64,119.34,7637.76,0
Male,0,62,28.67,1777.5400000000002,1
Female,0,6,106.23,637.38,0
Female,0,19,59.05,1121.95,0
Male,0,18,72.41,1303.38,1
Female,0,43,111.48,4793.64,1
Female,0,3,117.34,352.02,1
Female,0,38,46.22,1756.36,0
Male,0,68,41.29,2807.72,0
Male,1,44,28.05,1234.2,0
Male,0,63,76.18,4799.34,1
Male,0,42,21.36,897.12,0
Female,1,64,61.19,3916.16,0
Male,0,54,27.34,1476.36,1
Male,0,71,60.52,4296.92,0
Female,0,37,23.99,887.63,0
Female,0,4,103.52,414.08,1
Female,0,2,40.97,81.94,0
Male,0,44,52.83,2324.52,1
Male,1,67,107.0,7169.0,0
Male,0,68,94.63,6434.84,0
Female,0,62,41.9,2597.8,0
Female,0,1,27.19,27.19,0
Male,0,17,91.57,1556.6899999999998,0
Female,1,16,59.07,945.12,1
Female,0,9,96.61,869.49,0
Female,0,53,64.53,3420.09,0
Male,1,59,54.6,3221.4,0
Female,0,9,65.12,586.08,0
Female,0,12,94.86,1138.32,1
Male,0,41,110.22,4519.02,0
Male,1,15,24.98,374.7,0
Female,0,66,72.41,4779.06,0
Female,1,11,23.28,256.08000000000004,0
Male,0,8,66.84,534.72,1
Male,0,55,108.53,5969.15,0
Female,1,6,56.16,336.96,0
Female,0,53,113.25,6002.25,0
Female,0,20,83.06,1661.2,0
Female,0,39,113.42,4423.38,0
Male,0,34,95.72,3254.48,1
Female,0,57,30.34,1729.38,0
Female,0,19,43.12,819.28,0
Male,0,71,59.42,4218.82,0
Female,0,31,37.01,1147.31,0
Male,0,40,69.49,2779.6,0
Female,0,14,67.14,939.96,1
Female,0,37,115.63,4278.31,1
Male,1,44,63.37,2788.28,0
Male,0,9,98.56,887.04,0
Female,0,58,114.19,6623.02,0
Female,1,20,107.7,2154.0,0
Female,0,50,40.87,2043.5,0
Male,1,20,69.6,1392.0,0
Female,0,36,54.77,1971.72,0
Male,0,27,59.99,1619.73,0
Male,0,32,56.08,1794.56,0
Female,0,1,102.64,102.64,0
Male,0,17,65.21,1108.57,0
Female,0,9,72.37,651.33,0
Female,0,45,118.24,5320.8,1
Female,0,66,26.0,1716.0,0
Female,0,32,68.8,2201.6,0
Female,0,45,97.41,4383.45,1
Male,0,9,35.12,316.08,0
Male,0,30,81.15,2434.5,0
Female,1,38,43.95,1670.1,0
Female,0,60,106.74,6404.4,0
Male,1,1,52.71,52.71,1
Male,0,5,52.91,264.54999999999995,0
Male,0,63,79.82,5028.66,0
Male,0,36,38.36,1380.96,1
Female,0,65,48.49,3151.85,1
Female,0,24,61.66,1479.84,0
Male,0,4,55.36,221.44,1
Female,0,68,72.49,4929.32,0
Male,0,25,79.96,1999.0,0
Female,0,7,76.67,536.69,0
Male,0,13,85.42,1110.46,0
Female,0,68,50.77,3452.36,0
Male,1,43,32.64,1403.52,1
Male,0,57,96.08,5476.56,0
Female,0,36,105.08,3782.88,0
Male,0,14,45.7,639.8000000000001,0
Female,0,27,60.71,1639.17,0
Female,0,37,69.86,2584.82,0
Male,0,71,73.33,5206.43,1
Female,0,25,85.95,2148.75,0
Female,0,67,24.16,1618.72,0
Female,1,4,92.15,368.6,0
Female,1,16,26.2,419.2,1
Female,0,19,66.83,1269.77,1
Male,0,29,102.77,2980.33,1
Female,0,51,65.12,3321.1200000000003,0
Female,0,18,34.91,628.3799999999999,0
Female,0,58,118.5,6873.0,0
Female,0,44,108.93,4792.92,0
Female,1,16,97.13,1554.08,1
Male,0,65,61.15,3974.75,0
Female,0,2,38.38,76.76,0
Male,0,56,114.14,6391.84,0
Male,0,28,73.24,2050.72,0
Male,0,65,105.24,6840.599999999999,0
Male,1,5,54.21,271.05,0
Female,0,22,53.53,1177.66,1
Male,0,13,118.55,1541.15,0
Male,0,65,72.18,4691.700000000001,1
Female,0,16,34.07,545.12,0
Female,0,64,41.97,2686.08,1
Female,0,32,68.19,2182.08,0
Male,0,51,24.25,1236.75,0
Female,1,58,66.25,3842.5,0
Female,0,46,61.89,2846.94,0
Male,0,52,97.93,5092.360000000001,1
Female,0,63,55.49,3495.8700000000003,0
Female,0,60,118.25,7095.0,0
Female,0,65,38.08,2475.2,0
Female,0,55,79.1,4350.5,0
Male,0,57,28.97,1651.29,0
Female,0,71,93.39,6630.69,0
Female,0,26,119.48,3106.48,1
Male,1,12,101.91,1222.92,1
Female,0,71,75.57,5365.469999999999,1
Male,0,46,68.47,3149.62,0
Female,0,47,103.5,4864.5,0
Male,1,38,113.6,4316.8,0
Male,0,21,118.92,2497.32,0
Male,0,14,59.65,835.1,0
Male,0,2,119.09,238.18,0
Female,0,70,35.59,2491.3,1
Male,0,33,45.35,1496.55,1
Female,0,6,28.9,173.39999999999998,0
Male,0,37,47.17,1745.29,0
Male,0,14,96.79,1355.0600000000002,0
Male,0,37,105.29,3895.73,0
Female,0,8,97.89,783.12,0
Male,0,13,83.11,1080.43,0
Female,0,40,71.4,2856.0,0
Female,1,58,90.87,5270.46,0
Female,1,18,59.08,1063.44,1
Female,1,57,104.13,5935.41,1
Female,0,38,87.72,3333.36,1
Female,0,32,89.78,2872.96,0
Female,0,66,73.59,4856.9400000000005,0
Female,0,25,108.52,2713.0,1
Female,0,58,45.2,2621.6000000000004,0
Male,0,33,58.11,1917.63,0
Male,0,66,97.76,6452.160000000001,0
Male,0,30,69.27,2078.1,0
Male,0,34,108.92,3703.28,0
Male,1,69,54.64,3770.16,0
Female,0,48,56.93,2732.64,0
Female,0,40,108.87,4354.8,0
Female,1,51,66.44,3388.44,1
Female,0,13,71.61,930.93,0
Female,0,31,53.28,1651.68,1
Female,0,39,47.67,1859.13,0
Female,0,63,85.59,5392.17,0
Male,1,48,31.98,1535.04,0
Male,0,48,107.93,5180.64,0
Male,0,61,97.92,5973.12,1
Male,0,12,39.07,468.84,0
Female,0,56,89.4,5006.400000000001,0
Female,1,18,80.26,1444.68,0
Female,0,27,38.45,1038.15,0
Male,0,28,47.32,1324.96,1
Female,0,52,60.9,3166.8,1
Female,0,16,89.92,1438.72,0
Female,1,58,83.87,4864.46,1
Male,0,9,73.22,658.98,1
Female,0,26,96.84,2517.84,0
Male,0,28,95.79,2682.1200000000003,0
Male,0,36,81.79,2944.44,0
Male,0,9,98.7,888.3000000000001,0
Male,1,47,53.43,2511.21,0
Female,0,51,108.12,5514.12,1
Male,1,57,81.49,4644.929999999999,0
Male,0,32,102.24,3271.68,0
Female,0,67,74.63,5000.21,1
Female,0,57,41.84,2384.88,0
Male,0,54,74.24,4008.96,0
Female,1,16,57.11,913.76,0
Male,0,62,89.75,5564.5,1
Male,0,56,67.58,3784.48,0
Male,0,23,103.61,2383.03,0
Male,0,17,87.81,1492.77,0
Female,0,38,88.45,3361.1,0
Male,0,30,41.72,1251.6,0
Female,0,58,118.42,6868.36,0
Female,0,22,104.17,2291.74,0
Female,0,17,98.9,1681.3000000000002,1
Female,0,15,53.02,795.3000000000001,1
Male,0,48,73.56,3530.88,0
Female,0,32,33.71,1078.72,0
Male,1,40,73.85,2954.0,0
Female,0,57,34.59,1971.63,0
Female,0,58,75.3,4367.4,1
Male,0,16,84.87,1357.92,1
Male,0,28,59.02,1652.5600000000002,0
Male,0,1,69.85,69.85,0
Female,0,41,107.57,4410.37,0
Female,0,48,30.86,1481.28,0
Male,0,31,99.17,3074.27,0
Male,0,36,37.08,1334.88,1
Male,1,33,23.67,781.11,0
Male,1,33,38.56,1272.48,0
Female,0,23,96.5,2219.5,0
Male,0,60,60.51,3630.6,1
Male,1,30,107.25,3217.5,0
Male,0,45,72.47,3261.15,0
Male,1,39,22.23,866.97,1
Female,0,45,91.67,4125.15,0
Male,1,12,31.02,372.24,0
Female,0,32,98.94,3166.08,1
Male,1,56,36.81,2061.36,0
Male,0,24,54.54,1308.96,0
Female,0,13,96.13,1249.69,0
Male,1,20,115.42,2308.4,0
Female,0,56,57.14,3199.84,0
Female,0,53,102.94,5455.82,1
Male,0,68,39.08,2657.44,1
Female,0,54,100.72,5438.88,1
Female,1,34,85.75,2915.5,0
Female,0,28,39.27,1099.5600000000002,0
Female,0,50,50.25,2512.5,1
Female,0,2,33.18,66.36,0
Female,0,26,58.3,1515.8,0
Female,0,51,40.36,2058.36,1
Female,0,47,84.4,3966.8,0
Male,0,26,119.45,3105.7000000000003,0
Male,1,61,21.2,1293.2,0
Female,0,23,74.09,1704.0700000000002,0
Male,0,37,77.37,2862.69,0
Female,1,41,111.42,4568.22,0
Female,0,52,70.6,3671.2,0
Male,1,49,74.37,3644.13,0
Female,0,27,67.17,1813.59,0
Female,1,6,46.89,281.34000000000003,1
Female,0,66,25.6,1689.6,0
Female,1,24,60.87,1460.88,0
Male,0,38,25.26,959.88,1
Female,0,28,75.05,2101.4,0
Female,0,28,50.73,1420.4399999999998,1
Female,0,66,73.36,4841.76,0
Male,0,61,33.43,2039.23,1
Female,0,46,113.26,5209.96,1
Male,0,69,109.45,7552.05,0
Male,0,43,39.0,1677.0,0
Female,0,59,54.34,3206.0600000000004,1
Female,0,2,81.35,162.7,0
Male,0,15,29.57,443.55,0
Female,0,37,55.46,2052.02,0
Male,0,71,45.11,3202.81,0
Male,0,20,111.55,2231.0,1
Female,0,35,105.25,3683.75,0
Female,0,34,77.98,2651.32,1
Male,1,31,72.03,2232.93,1
Male,0,19,113.07,2148.33,0
Male,0,68,113.24,7700.32,0
Male,0,24,116.93,2806.32,0
Female,0,39,32.54,1269.06,0
Female,0,54,36.06,1947.24,0
Female,0,39,87.67,3419.13,0
Female,0,17,74.14,1260.38,0
Female,0,19,21.85,415.15,0
Male,0,48,26.2,1257.6,0
Female,0,35,108.81,3808.35,0
Female,0,32,106.89,3420.48,0
Female,0,47,55.73,2619.31,0
Female,1,47,109.11,5128.17,0
Female,0,64,79.37,5079.68,0
Male,0,46,100.59,4627.14,0
Male,1,35,62.74,2195.9,0
Male,0,17,31.34,532.78,0
Female,0,42,63.37,2661.54,0
Male,0,29,65.73,1906.17,0
Male,1,70,75.09,5256.3,0
Female,0,17,30.56,519.52,0
Female,0,14,119.14,1667.96,0
Female,0,24,44.41,1065.84,0
Male,1,57,39.86,2272.02,1
Male,0,50,72.68,3634.000000000001,1
Female,0,57,73.72,4202.04,0
Female,1,61,63.98,3902.78,0
Male,0,39,97.19,3790.41,0
Male,0,55,71.67,3941.85,1
Female,0,36,80.97,2914.92,0
Female,0,37,92.37,3417.69,0
Male,1,14,22.5,315.0,0
Female,0,27,77.06,2080.62,0
Male,1,31,108.42,3361.02,0
Male,0,44,21.74,956.56,0
Male,0,68,60.52,4115.360000000001,0
Male,1,48,112.62,5405.76,0
Female,0,57,55.32,3153.24,0
Female,0,22,65.87,1449.14,0
Male,0,4,118.15,472.6,1
Male,1,46,39.93,1836.78,0
Male,0,59,26.53,1565.27,0
Male,0,34,105.94,3601.96,0
Male,0,11,106.85,1175.35,0
Female,0,31,67.21,2083.51,1
Female,0,11,71.42,785.62,0
Female,0,56,103.58,5800.48,0
Female,0,38,93.86,3566.68,0
Male,0,21,46.51,976.71,0
Male,0,10,21.69,216.9,0
Male,1,26,67.97,1767.22,0
Male,0,8,105.89,847.12,0
Male,1,8,109.58,876.64,1
Female,0,60,115.62,6937.200000000001,0
Male,0,34,107.96,3670.64,0
Female,1,16,78.0,1248.0,1
Female,0,13,64.46,837.9799999999999,0
Female,0,22,97.48,2144.56,0
Female,1,27,93.98,2537.46,0
Male,0,64,73.81,4723.84,1
Female,0,2,28.73,57.46,0
Female,0,26,112.61,2927.86,0
Female,0,69,65.56,4523.64,1
Male,0,30,56.33,1689.9,0
Male,0,8,82.96,663.68,0
Male,0,38,87.38,3320.44,1
Female,0,61,41.07,2505.27,0
Female,0,65,103.69,6739.849999999999,0
Male,0,67,48.99,3282.33,0
Female,0,46,38.67,1778.8200000000002,1
Male,0,43,60.64,2607.52,0
Male,0,59,93.06,5490.54,0
Female,0,46,116.55,5361.3,0
Female,0,35,100.93,3532.55,1
Female,0,39,114.03,4447.17,0
Female,1,51,34.06,1737.0600000000002,0
Male,0,4,27.12,108.48,1
Male,0,51,75.77,3864.27,0
Male,0,5,49.03,245.15,0
Male,0,55,102.81,5654.55,1
Male,1,20,87.2,1744.0,0
Female,1,24,117.07,2809.68,0
Male,0,36,45.48,1637.28,1
Male,0,34,68.58,2331.72,0
Male,1,54,70.12,3786.480000000001,0
Female,1,34,43.92,1493.28,0
Female,0,17,79.01,1343.17,0
Female,0,5,64.33,321.65,0
Female,0,18,64.67,1164.06,0
Male,1,55,56.27,3094.8500000000004,0
Male,0,53,21.69,1149.5700000000002,0
Female,0,50,72.21,3610.5,0
Female,0,45,53.52,2408.4,0
Male,0,13,20.13,261.69,0
Male,0,16,50.79,812.64,0
Female,1,13,47.86,622.18,0
Female,0,20,59.34,1186.8000000000002,0
Female,0,66,33.19,2190.54,0
Female,0,47,70.77,3326.19,1
Male,0,19,89.24,1695.56,0
Male,0,45,83.02,3735.9,0
Male,0,37,100.38,3714.06,0
Female,0,54,65.2,3520.8,0
Female,0,6,71.91,431.46,0
Male,0,14,101.04,1414.5600000000002,0
Male,0,4,62.77,251.08,0
Male,1,55,90.16,4958.8,0
Male,1,34,63.46,2157.64,1
Female,0,27,61.77,1667.7900000000002,0
Male,0,7,96.02,672.14,0
Male,1,3,37.48,112.44,1
Male,0,47,53.86,2531.42,0
Male,1,2,42.42,84.84,0
Male,1,25,55.91,1397.75,0
Male,0,60,43.04,2582.4,0
Male,0,24,77.94,1870.56,0
Female,1,15,99.82,1497.3,0
Female,0,14,98.66,1381.24,1
Female,0,54,56.45,3048.3,1
Female,0,6,118.88,713.28,1
Male,0,18,79.39,1429.02,1
Female,0,20,59.94,1198.8,0
Female,0,62,103.55,6420.099999999999,0
Male,1,40,92.99,3719.6,1
Male,0,39,94.93,3702.27,1
Female,0,52,39.61,2059.72,0
Female,0,32,66.83,2138.56,0
Male,0,27,106.18,2866.86,0
Female,0,52,70.4,3660.8,1
Male,1,63,88.35,5566.049999999999,0
Male,1,63,78.79,4963.77,0
Male,0,17,104.24,1772.08,0
Male,0,49,48.46,2374.54,0
Female,0,23,77.55,1783.65,0
Male,0,13,32.32,420.16,1
Male,0,23,89.02,2047.46,0
Female,0,57,93.2,5312.400000000001,0
Male,1,62,24.28,1505.36,0
Female,0,54,87.58,4729.32,0
Female,0,20,61.47,1229.4,0
Female,0,52,32.41,1685.3199999999997,0
Male,0,23,61.99,1425.77,0
Female,0,35,39.42,1379.7,0
Female,0,67,61.56,4124.52,1
Male,0,34,58.43,1986.62,0
Female,0,33,93.84,3096.7200000000003,0
Female,0,46,97.42,4481.32,1
Female,0,45,80.7,3631.5,1
Female,0,19,22.27,423.13,1
Female,0,15,113.1,1696.5,0
Male,1,66,88.62,5848.92,0
Female,0,39,23.42,913.38,1
Female,0,18,101.88,1833.84,0
Male,0,70,40.03,2802.1,0
Male,0,59,77.92,4597.28,0
Male,0,32,66.66,2133.12,1
Female,0,21,61.98,1301.58,0
Male,0,40,108.97,4358.8,0
Female,0,27,63.74,1720.98,0
Female,1,2,27.53,55.06,0
Male,0,39,114.66,4471.74,0
Male,1,56,112.05,6274.8,0
Female,0,13,88.44,1149.72,1
Male,0,56,66.79,3740.24,1
Female,1,66,29.29,1933.14,0
Male,0,56,99.07,5547.92,1
Male,0,28,27.55,771.4,1
Male,0,64,26.86,1719.04,0
Female,0,71,73.74,5235.54,0
Male,0,64,36.01,2304.64,0
Female,0,56,20.77,1163.12,0
Female,1,41,62.31,2554.71,0
Female,0,41,33.72,1382.52,1
Female,1,4,36.05,144.2,1
Male,1,57,27.69,1578.3300000000002,1
Female,0,30,40.51,1215.3,1
Female,0,46,91.55,4211.3,1
Male,1,56,100.89,5649.84,0
Female,1,31,65.25,2022.75,0
Male,0,7,70.66,494.62,0
Female,0,54,23.27,1256.58,0
Male,0,8,26.93,215.44,0
Female,0,55,45.76,2516.8,0
Male,0,69,74.39,5132.91,1
Female,0,44,93.96,4134.24,0
Female,0,13,80.5,1046.5,0
Male,0,20,59.21,1184.2,1
Male,0,32,31.83,1018.56,0
Male,0,60,98.08,5884.8,0
Male,0,50,56.38,2819.0,1
Female,0,27,93.61,2527.47,0
Female,0,25,71.3,1782.5,0
Male,0,52,93.87,4881.24,0
Female,0,68,110.73,7529.64,0
Male,1,21,112.1,2354.1,0
Male,0,18,73.51,1323.18,0
Female,0,39,71.15,2774.8500000000004,1
Female,0,15,46.57,698.55,0
Female,1,53,113.58,6019.74,0
Female,0,38,65.79,2500.0200000000004,1
Female,0,48,32.76,1572.48,0
Female,0,52,63.27,3290.04,0
Female,0,28,32.71,915.88,1
Male,0,16,70.25,1124.0,0
Male,0,16,76.13,1218.08,1
Male,0,35,53.78,1882.3,0
Male,0,17,27.17,461.89,0
Male,0,52,114.35,5946.2,1
Female,0,12,97.34,1168.08,0
Male,1,48,103.89,4986.72,0
Male,0,22,56.69,1247.1799999999998,0
Male,1,49,96.08,4707.92,1
Male,0,52,68.54,3564.0800000000004,1
Male,0,1,40.11,40.11,0
Male,0,66,32.44,2141.04,0
Male,1,64,54.51,3488.64,0
Female,0,8,33.76,270.08,0
Female,0,25,119.83,2995.75,0
Male,0,66,24.92,1644.72,0
Female,0,70,64.11,4487.7,1
Female,0,51,65.21,3325.71,0
Female,0,53,50.06,2653.1800000000003,0
Female,0,15,77.14,1157.1,0
Male,0,50,35.0,1750.0,0
Female,0,71,98.39,6985.69,0
Female,0,38,53.24,2023.12,0
Female,0,40,79.13,3165.2,1
Male,0,66,91.56,6042.96,0
Male,0,39,108.9,4247.1,0
Male,0,17,103.58,1760.86,0
Male,1,7,80.83,565.81,0
Male,1,39,58.84,2294.76,0
Male,1,68,70.32,4781.759999999999,0
Male,0,35,96.87,3390.4500000000003,1
Female,0,51,107.75,5495.25,0
Female,0,47,30.38,1427.86,0
Female,0,36,58.49,2105.64,1
Male,0,64,97.61,6247.04,1
Male,0,13,63.17,821.21,0
Male,1,18,53.22,957.96,0
Male,1,21,61.13,1283.73,0
Male,0,65,80.28,5218.2,0
Female,0,8,119.98,959.84,0
Female,0,48,69.3,3326.4,0
Male,0,43,40.85,1756.55,0
Male,0,53,36.28,1922.84,0
Male,0,27,24.23,654.21,0
Male,0,19,75.88,1441.7199999999998,0
Female,0,23,74.46,1712.58,1
Male,0,50,40.52,2026.0,1
Male,0,51,89.53,4566.03,1
Male,0,43,94.11,4046.73,0
Male,1,51,45.91,2341.41,0
Female,0,69,54.41,3754.29,0
Male,0,41,119.05,4881.05,0
Male,0,11,57.43,631.73,0
Female,0,52,96.08,4996.16,0
Female,1,23,65.27,1501.2099999999998,0
Female,0,49,99.33,4867.17,0
Male,0,38,96.9,3682.2,0
Male,0,47,86.78,4078.66,1
Female,1,7,105.48,738.36,0
Female,0,66,113.92,7518.72,0
Female,0,62,78.0,4836.0,0
Female,0,29,43.75,1268.75,1
Female,0,38,59.86,2274.68,0
Female,0,33,95.83,3162.39,0
Male,0,29,85.09,2467.61,0
Male,0,23,37.78,868.94,1
Male,1,3,25.12,75.36,0
Female,0,45,88.3,3973.5,0
Female,0,8,45.11,360.88,1
Female,0,29,69.97,2029.13,0
Female,0,2,94.67,189.34,1
Female,0,50,76.27,3813.5,0
Female,0,65,28.33,1841.45,0
Male,0,20,38.56,771.2,0
Male,0,52,41.93,2180.36,0
Female,0,37,45.79,1694.23,0
Male,0,27,76.54,2066.5800000000004,1
Female,0,47,70.4,3308.8,0
Male,0,6,40.32,241.92,1
Female,0,60,26.76,1605.6,0
Female,1,45,37.14,1671.3,1
Male,1,44,118.44,5211.36,1
Male,0,18,66.85,1203.3,0
Female,0,65,106.73,6937.45,0
Female,0,25,104.88,2622.0,0
Male,1,27,71.15,1921.05,0
Male,0,7,90.67,634.69,0
Female,0,44,39.28,1728.3200000000002,0
Male,0,29,88.84,2576.36,1
Female,1,44,47.24,2078.56,0
Female,0,36,103.21,3715.56,0
Female,0,19,28.37,539.03,0
Female,0,6,97.31,583.86,0
Male,0,25,29.99,749.75,0
Male,0,31,108.12,3351.7200000000003,0
Male,0,9,50.42,453.78,1
Male,0,37,85.44,3161.28,1
Male,0,27,68.75,1856.25,1
Male,0,13,56.63,736.19,1
Male,0,41,84.54,3466.1400000000003,0
Female,0,66,114.75,7573.5,1
Male,0,24,24.13,579.12,0
Male,0,44,111.89,4923.16,0
Female,0,60,80.91,4854.599999999999,1
Male,0,9,100.73,906.57,0
Male,0,2,58.39,116.78,0
Female,1,56,67.18,3762.08,1
Male,0,30,106.89,3206.7,0
Male,0,22,61.48,1352.56,1
Male,0,13,73.47,955.11,1
Female,0,71,22.02,1563.42,0
Male,1,16,35.86,573.76,0
Male,1,45,84.17,3787.65,0
Female,0,65,91.7,5960.5,1
Male,0,11,78.26,860.86,0
Female,0,70,34.33,2403.1,0
Female,0,20,64.54,1290.8000000000002,1
Male,0,63,55.51,3497.13,0
Female,0,12,69.57,834.8399999999999,0
Female,0,62,107.03,6635.86,1
Male,0,42,97.59,4098.78,0
Female,1,69,28.4,1959.6,0
Female,0,58,109.03,6323.74,0
Male,1,5,67.18,335.90000000000003,0
Male,0,27,94.39,2548.53,0
Male,0,28,34.0,952.0,1
Female,0,26,87.07,2263.82,1
Male,0,49,43.63,2137.8700000000003,0
Female,0,21,63.84,1340.64,0
Female,0,1,21.69,21.69,0
Female,1,58,35.16,2039.28,0
Female,0,55,29.21,1606.55,0
Female,0,26,43.97,1143.22,0
Female,1,25,30.0,750.0,0
Female,0,33,89.19,2943.27,0
Male,0,69,22.9,1580.1,0
Male,0,6,81.77,490.62,0
Female,1,23,34.07,783.61,0
Female,1,30,114.52,3435.6,0
Male,1,54,113.31,6118.74,0
Female,0,11,42.55,468.05,1
